ENSG00000175262.14	15	6	9
ENSG00000215785.2	3	1	2
ENSG00000120948.18	2209	1183	1026
ENSG00000277726.4	0	0	0
ENSG00000009724.17	443	259	263
ENSG00000271895.2	57	30	30
ENSG00000116649.10	2551	1246	1306
ENSG00000171824.14	2445	1593	1685
ENSG00000226849.1	39	396	387
ENSG00000230337.1	2	38	53
ENSG00000198793.13	4615	2336	2402
ENSG00000225602.5	32	77	78
ENSG00000253086.1	7	2	5
ENSG00000171819.5	69	41	28
ENSG00000207451.1	4	2	2
ENSG00000238173.1	2	1	1
ENSG00000120942.14	1330	656	675
ENSG00000238199.1	32	20	13
ENSG00000284646.1	0	0	0
ENSG00000224338.2	0	0	0
ENSG00000204624.8	11	8	5
ENSG00000285833.1	0	1	1
ENSG00000235643.2	0	0	0
ENSG00000284708.1	1	1	0
ENSG00000116661.11	14	17	7
ENSG00000132879.14	446	219	236
ENSG00000116663.11	263	127	138
ENSG00000116670.15	577	288	291
ENSG00000162490.7	57	28	30
ENSG00000177674.16	1290	657	634
ENSG00000215910.7	3	334	308
ENSG00000177553.6	0	0	2
ENSG00000177000.13	2389	1495	1570
ENSG00000011021.23	2024	1079	1033
ENSG00000276470.1	0	0	0
ENSG00000278852.1	0	0	0
ENSG00000175206.10	42	62	66
ENSG00000275915.1	0	0	0
ENSG00000120937.9	10	7	4
ENSG00000224904.1	0	0	0
ENSG00000285646.2	37	19	18
ENSG00000199347.1	0	0	0
ENSG00000201801.1	26	15	11
ENSG00000116685.16	1640	819	821
ENSG00000083444.17	1499	749	750
ENSG00000287384.1	1	0	1
ENSG00000116688.18	3202	1571	1631
ENSG00000270914.1	0	0	0
ENSG00000116691.11	721	367	355
ENSG00000202461.1	16	10	6
ENSG00000276869.1	0	0	0
ENSG00000243539.3	4	3	1
ENSG00000120949.15	44	16	28
ENSG00000201135.1	0	0	0
ENSG00000227875.2	1	1	0
ENSG00000285604.1	1	0	1
ENSG00000283789.1	0	0	0
