"rank_change","symbol","rank","padj","gene"
109,"AC027018.1",1090,4.16810308133395e-06,"ENSG00000254538"
361,"CDIPT",1091,4.17310290119316e-06,"ENSG00000103502"
715,"ATP6AP1",1092,4.19596708238004e-06,"ENSG00000071553"
975,"ORC6",1093,4.21376127995142e-06,"ENSG00000091651"
703,"GMIP",1094,4.29651134288851e-06,"ENSG00000089639"
-342,"AC253536.3",1095,4.34058695920801e-06,"ENSG00000232545"
482,"BTBD18",1096,4.35082750621272e-06,"ENSG00000233436"
276,"RARA",1097,4.3550064131142e-06,"ENSG00000131759"
-37,"CHN2-AS1",1098,4.36727694597851e-06,"ENSG00000235669"
193,"BAHCC1",1099,4.39148406041436e-06,"ENSG00000266074"
593,"HCLS1",1100,4.40334981999417e-06,"ENSG00000180353"
568,"PTK7",1101,4.41512821933394e-06,"ENSG00000112655"
548,"GBP2",1102,4.41836787192176e-06,"ENSG00000162645"
446,"LILRA5",1103,4.41836787192176e-06,"ENSG00000187116"
NA,"AC007271.1",1104,4.41836787192176e-06,"ENSG00000287771"
744,"DUSP1",1105,4.44308634026174e-06,"ENSG00000120129"
3877,"DPP6",1106,4.44858096570941e-06,"ENSG00000130226"
704,"PPDPF",1107,4.46065768951567e-06,"ENSG00000125534"
428,"AL021707.6",1108,4.46065768951567e-06,"ENSG00000272669"
874,"APBA2",1109,4.46147229815922e-06,"ENSG00000034053"
974,"AC006141.1",1110,4.46147229815922e-06,"ENSG00000264895"
740,"AL442125.1",1111,4.4638609108613e-06,"ENSG00000276248"
NA,"AC104088.3",1112,4.50624521093654e-06,"ENSG00000288048"
614,"FBXO7",1113,4.51021387390701e-06,"ENSG00000100225"
608,"POR",1114,4.51021387390701e-06,"ENSG00000127948"
466,"APMAP",1115,4.52489133588463e-06,"ENSG00000101474"
840,"MAD2L1",1116,4.58570852567899e-06,"ENSG00000164109"
1665,"CYB5RL",1117,4.63895364020803e-06,"ENSG00000215883"
4,"VDAC1P8",1118,4.67451072950886e-06,"ENSG00000229036"
46,"AC023282.1",1119,4.67503159906345e-06,"ENSG00000274461"
85,"USP32P3",1120,4.6838845705108e-06,"ENSG00000189423"
778,"MRPL42",1121,4.6838845705108e-06,"ENSG00000198015"
769,"FCMR",1122,4.68943597372241e-06,"ENSG00000162894"
738,"TBCB",1123,4.73098301728493e-06,"ENSG00000105254"
NA,"H3P6",1124,4.74421535228675e-06,"ENSG00000235655"
615,"DYSF",1125,4.76811738476223e-06,"ENSG00000135636"
617,"VPS28",1126,4.79008480590852e-06,"ENSG00000160948"
-365,"TRBV29-1",1127,4.81175147102323e-06,"ENSG00000232869"
950,"INO80D",1128,4.82535232757281e-06,"ENSG00000114933"
-86,"AC011120.1",1129,4.82535232757281e-06,"ENSG00000264196"
1617,"AL604028.2",1130,4.82652539018093e-06,"ENSG00000234329"
2460,"GPRC5A",1131,4.90113749301495e-06,"ENSG00000013588"
452,"BEND7",1132,4.90113749301495e-06,"ENSG00000165626"
972,"LCORL",1133,4.93096336682183e-06,"ENSG00000178177"
2026,"POTEE",1134,4.93096336682183e-06,"ENSG00000188219"
1801,"RFC3",1135,5.02206412626171e-06,"ENSG00000133119"
13686,"DSP",1136,5.02929496335486e-06,"ENSG00000096696"
683,"DNAJC2",1137,5.04681201305486e-06,"ENSG00000105821"
580,"NPL",1138,5.05091161994898e-06,"ENSG00000135838"
638,"RIPOR2",1139,5.05383859680701e-06,"ENSG00000111913"
594,"CHMP4B",1140,5.05943942282018e-06,"ENSG00000101421"
503,"MTDHP3",1141,5.05943942282018e-06,"ENSG00000268433"
225,"AL355336.1",1142,5.07222678137401e-06,"ENSG00000225092"
614,"TNFRSF18",1143,5.1074146211158e-06,"ENSG00000186891"
1182,"LATS1",1144,5.11434594463316e-06,"ENSG00000131023"
745,"LEP",1145,5.12063914199729e-06,"ENSG00000174697"
458,"INKA2",1146,5.12063914199729e-06,"ENSG00000197852"
581,"HNRNPRP1",1147,5.12063914199729e-06,"ENSG00000223984"
-367,"PABPC1P1",1148,5.12063914199729e-06,"ENSG00000231707"
619,"AL035071.1",1149,5.12063914199729e-06,"ENSG00000260257"
339,"THBS1",1150,5.17186218515973e-06,"ENSG00000137801"
418,"VSIG10",1151,5.17469619531516e-06,"ENSG00000176834"
981,"ZBP1",1152,5.20006086498209e-06,"ENSG00000124256"
589,"IFIT1B",1153,5.20006086498209e-06,"ENSG00000204010"
-47,"LINC02595",1154,5.2565617846244e-06,"ENSG00000231566"
850,"AC092139.1",1155,5.27016076074246e-06,"ENSG00000279021"
481,"IFITM3",1156,5.31581932457657e-06,"ENSG00000142089"
-86,"MASP2",1157,5.347297602388e-06,"ENSG00000009724"
917,"TREML2",1158,5.36989035373898e-06,"ENSG00000112195"
1930,"MISP3",1159,5.40880859894986e-06,"ENSG00000141854"
1155,"CAMKK1",1160,5.41806840159238e-06,"ENSG00000004660"
-920,"LRRC8C-DT",1161,5.41806840159238e-06,"ENSG00000231999"
630,"SRSF10",1162,5.42555186817629e-06,"ENSG00000188529"
2083,"AC009120.1",1163,5.42555186817629e-06,"ENSG00000239763"
1219,"AC004943.2",1164,5.4359167632721e-06,"ENSG00000259768"
-486,"AC018462.1",1165,5.51086812929795e-06,"ENSG00000229839"
-121,"PFN1",1166,5.53226876699166e-06,"ENSG00000108518"
771,"EBF4",1167,5.53278648772361e-06,"ENSG00000088881"
1146,"MCM4",1168,5.53278648772361e-06,"ENSG00000104738"
-27,"AC005154.4",1169,5.59628830647553e-06,"ENSG00000264520"
619,"MTHFD2L",1170,5.59900817767711e-06,"ENSG00000163738"
938,"MGA",1171,5.62733426391314e-06,"ENSG00000174197"
3710,"AL731567.1",1172,5.62733426391314e-06,"ENSG00000231964"
618,"ZNF37A",1173,5.63680725677717e-06,"ENSG00000075407"
1086,"THOC2",1174,5.63680725677717e-06,"ENSG00000125676"
-564,"ERVW-1",1175,5.66334872895394e-06,"ENSG00000242950"
406,"AC099494.3",1176,5.7471727082762e-06,"ENSG00000279620"
4996,"PMP2",1177,5.79320369478748e-06,"ENSG00000147588"
2274,"LINC00239",1178,5.8033046384127e-06,"ENSG00000258512"
160,"RREB1",1179,5.81249577798052e-06,"ENSG00000124782"
207,"ZNRF1",1180,5.86057736493851e-06,"ENSG00000186187"
-40,"RNU6-878P",1181,5.87131567167388e-06,"ENSG00000207308"
518,"S1PR5",1182,5.87205570455935e-06,"ENSG00000180739"
929,"SLC15A4",1183,5.89447616401477e-06,"ENSG00000139370"
1984,"CYP4B1",1184,5.9098852695802e-06,"ENSG00000142973"
1316,"RSPH14",1185,5.94928084376207e-06,"ENSG00000100218"
1068,"PRR14",1186,5.96780820458317e-06,"ENSG00000156858"
510,"SECTM1",1187,6.00839486257749e-06,"ENSG00000141574"
-290,"AC243732.1",1188,6.04630658503303e-06,"ENSG00000274756"
637,"ROPN1L",1189,6.04630964799452e-06,"ENSG00000145491"
677,"KAT6B",1190,6.085012556766e-06,"ENSG00000156650"
559,"CD247",1191,6.13357704115951e-06,"ENSG00000198821"
880,"APOC3",1192,6.18112128852688e-06,"ENSG00000110245"
-113,"PHBP19",1193,6.23015663400791e-06,"ENSG00000257246"
-40,"TPMTP2",1194,6.25743211466325e-06,"ENSG00000234562"
-50,"AC087501.1",1195,6.27095489591376e-06,"ENSG00000225751"
511,"SLC10A3",1196,6.35046419055293e-06,"ENSG00000126903"
511,"AL662795.2",1197,6.35841330232786e-06,"ENSG00000280128"
3364,"AC112512.1",1198,6.35910253148172e-06,"ENSG00000214773"
-198,"AC100830.1",1199,6.37505517127199e-06,"ENSG00000259635"
78,"PKDREJ",1200,6.4582977640563e-06,"ENSG00000130943"
646,"NR1H2",1201,6.45874140589306e-06,"ENSG00000131408"
524,"PCED1B",1202,6.49963887916272e-06,"ENSG00000179715"
-45,"AC138832.1",1203,6.49963887916272e-06,"ENSG00000253536"
668,"CDK1",1204,6.52681871976557e-06,"ENSG00000170312"
11711,"MIR124-1HG",1205,6.57077815936477e-06,"ENSG00000253230"
1448,"GPSM2",1206,6.61179134856957e-06,"ENSG00000121957"
12339,"FTH1P16",1207,6.63346689984516e-06,"ENSG00000227376"
564,"KREMEN1",1208,6.64167750239558e-06,"ENSG00000183762"
-46,"AC131571.1",1209,6.65706204962339e-06,"ENSG00000228061"
-131,"MTCO2P11",1210,6.65706204962339e-06,"ENSG00000235917"
3389,"PDE2A-AS2",1211,6.66549050050971e-06,"ENSG00000256633"
-263,"WRN",1212,6.68209457682011e-06,"ENSG00000165392"
511,"CCDC171",1213,6.70181946307747e-06,"ENSG00000164989"
610,"TAS2R62P",1214,6.75076484553567e-06,"ENSG00000234066"
113,"SNORD3B-1",1215,6.75076484553567e-06,"ENSG00000265185"
1165,"HDAC8",1216,6.76595534502057e-06,"ENSG00000147099"
839,"PSMB9",1217,6.84779179598984e-06,"ENSG00000240065"
3030,"MAP2",1218,6.86010674383715e-06,"ENSG00000078018"
636,"AC092338.2",1219,6.86960840475377e-06,"ENSG00000260790"
-662,"RHOBTB3",1220,6.87439725073249e-06,"ENSG00000164292"
649,"CRNDE",1221,6.98238304416901e-06,"ENSG00000245694"
888,"KDM6B",1222,7.0418364468532e-06,"ENSG00000132510"
752,"EIF2AK4",1223,7.05186799970703e-06,"ENSG00000128829"
508,"ALOX5AP",1224,7.05186799970703e-06,"ENSG00000132965"
-659,"NRSN2-AS1",1225,7.05186799970703e-06,"ENSG00000225377"
781,"IVNS1ABP",1226,7.05426561298748e-06,"ENSG00000116679"
827,"ARL8A",1227,7.14824289523067e-06,"ENSG00000143862"
558,"TMEM132D",1228,7.14824289523067e-06,"ENSG00000151952"
6581,"SFTPA1",1229,7.18780320059072e-06,"ENSG00000122852"
451,"FAM53C",1230,7.20401110858136e-06,"ENSG00000120709"
1558,"LIMS2",1231,7.21391970906408e-06,"ENSG00000072163"
677,"SLA",1232,7.24113743571854e-06,"ENSG00000155926"
3269,"SEPTIN3",1233,7.2440172283612e-06,"ENSG00000100167"
502,"C19orf53",1234,7.27164414723851e-06,"ENSG00000104979"
389,"ZFP30",1235,7.27164414723851e-06,"ENSG00000120784"
203,"TRAC",1236,7.30067553809254e-06,"ENSG00000277734"
-17,"CEP57L1",1237,7.35204565785951e-06,"ENSG00000183137"
892,"ARFGEF2",1238,7.37491142253535e-06,"ENSG00000124198"
908,"RELA",1239,7.4397429271514e-06,"ENSG00000173039"
587,"FBXW5",1240,7.50393447481629e-06,"ENSG00000159069"
3018,"BACE1",1241,7.58767867869539e-06,"ENSG00000186318"
531,"CSTB",1242,7.58834905549514e-06,"ENSG00000160213"
-69,"RPL18P10",1243,7.58834905549514e-06,"ENSG00000214359"
666,"TBX21",1244,7.59885389484861e-06,"ENSG00000073861"
-357,"DTWD2",1245,7.60812654585761e-06,"ENSG00000169570"
-310,"SH3D19",1246,7.6263557300955e-06,"ENSG00000109686"
1180,"ATP6V0B",1247,7.63856846903167e-06,"ENSG00000117410"
2885,"OSBPL2",1248,7.667973538743e-06,"ENSG00000130703"
864,"IDH3G",1249,7.66898454734013e-06,"ENSG00000067829"
27,"LINC02767",1250,7.68256813941383e-06,"ENSG00000284237"
3429,"AGER",1251,7.6887029925143e-06,"ENSG00000204305"
833,"CASP8AP2",1252,7.71189702533786e-06,"ENSG00000118412"
526,"S1PR4",1253,7.71299089054275e-06,"ENSG00000125910"
447,"EFHD2",1254,7.75489584128807e-06,"ENSG00000142634"
1008,"PLCB1",1255,7.77472628914122e-06,"ENSG00000182621"
-657,"PCCA-AS1",1256,7.77472628914122e-06,"ENSG00000234650"
1385,"CCNA2",1257,7.78944111790705e-06,"ENSG00000145386"
2363,"ETNPPL",1258,7.78944111790705e-06,"ENSG00000164089"
899,"VMA21",1259,7.79426684677084e-06,"ENSG00000160131"
-478,"ZNF708",1260,7.79426684677084e-06,"ENSG00000182141"
1361,"AP001350.1",1261,7.83387539332875e-06,"ENSG00000269570"
926,"CLPP",1262,7.87886970362885e-06,"ENSG00000125656"
-60,"AC007496.1",1263,7.92388367913627e-06,"ENSG00000260194"
679,"AP2M1",1264,7.92495994118327e-06,"ENSG00000161203"
2018,"FAIM2",1265,7.93896814839521e-06,"ENSG00000135472"
-1155,"AK1",1266,7.95189385308807e-06,"ENSG00000106992"
1369,"ACAP1",1267,7.96605600766671e-06,"ENSG00000072818"
590,"PLAAT4",1268,7.97716757713171e-06,"ENSG00000133321"
1749,"LARP1B",1269,7.97716757713171e-06,"ENSG00000138709"
-306,"AC138207.6",1270,8.01898108452142e-06,"ENSG00000265798"
663,"AC104695.2",1271,8.07825933837868e-06,"ENSG00000270210"
NA,"AL591002.1",1272,8.13428247195687e-06,"ENSG00000286550"
2308,"CNN1",1273,8.13661177579677e-06,"ENSG00000130176"
-954,"ANKRD44-IT1",1274,8.14381436849779e-06,"ENSG00000236977"
NA,"AC004381.4",1275,8.14381436849779e-06,"ENSG00000285303"
518,"STRADB",1276,8.15619390091194e-06,"ENSG00000082146"
1210,"CSTF3-DT",1277,8.21328391755995e-06,"ENSG00000247151"
746,"SAMSN1",1278,8.23556873765312e-06,"ENSG00000155307"
45,"ZNF439",1279,8.25202274899833e-06,"ENSG00000171291"
436,"GABARAPL2",1280,8.25968998540868e-06,"ENSG00000034713"
76,"KIF9",1281,8.29250538111556e-06,"ENSG00000088727"
1311,"APOBEC3G",1282,8.34592458661373e-06,"ENSG00000239713"
58,"CASC15",1283,8.37932893880042e-06,"ENSG00000272168"
752,"SLC16A7",1284,8.44962858159764e-06,"ENSG00000118596"
-39,"AL442663.2",1285,8.44962858159764e-06,"ENSG00000258448"
1678,"RPL7AP10",1286,8.4626324715195e-06,"ENSG00000240522"
678,"ZNF221",1287,8.50067905754447e-06,"ENSG00000159905"
9964,"RBFOX1",1288,8.51323811530727e-06,"ENSG00000078328"
2459,"DUSP26",1289,8.52787510958718e-06,"ENSG00000133878"
66,"AC125603.2",1290,8.52830580934667e-06,"ENSG00000257883"
1540,"AC092746.1",1291,8.53902325846132e-06,"ENSG00000255801"
1258,"CACNA1S",1292,8.62607148939318e-06,"ENSG00000081248"
69,"MIR181A1HG",1293,8.62607148939318e-06,"ENSG00000229989"
-189,"AP000560.1",1294,8.62607148939318e-06,"ENSG00000278879"
756,"PTMS",1295,8.66174088439081e-06,"ENSG00000159335"
587,"TUBA4A",1296,8.69210414481713e-06,"ENSG00000127824"
675,"SCYL1",1297,8.6993269360539e-06,"ENSG00000142186"
-232,"ANLN",1298,8.71678452769599e-06,"ENSG00000011426"
1155,"ZBED4",1299,8.73024126252551e-06,"ENSG00000100426"
-1187,"CTDNEP1",1300,8.73024126252551e-06,"ENSG00000175826"
3111,"ADCYAP1R1",1301,8.74444637203659e-06,"ENSG00000078549"
-295,"AL035456.1",1302,8.89737799383349e-06,"ENSG00000235036"
-123,"AC090543.1",1303,8.94840223119218e-06,"ENSG00000239465"
757,"AC009303.4",1304,9.10142523842612e-06,"ENSG00000279227"
-46,"AC027279.4",1305,9.10142523842612e-06,"ENSG00000280190"
705,"ECHDC3",1306,9.11358340822481e-06,"ENSG00000134463"
-574,"RPL4P7",1307,9.1157410736054e-06,"ENSG00000224442"
22,"ANKRD36",1308,9.1421152204047e-06,"ENSG00000135976"
26,"SMC5-AS1",1309,9.19276312363242e-06,"ENSG00000268364"
-73,"AL451062.1",1310,9.2652184700257e-06,"ENSG00000233674"
-61,"AF107885.2",1311,9.28652504397039e-06,"ENSG00000259103"
937,"IPO7",1312,9.3134800096944e-06,"ENSG00000205339"
688,"OGFR",1313,9.4852270217129e-06,"ENSG00000060491"
1445,"BAX",1314,9.4852270217129e-06,"ENSG00000087088"
1623,"TAF4B",1315,9.51635943420105e-06,"ENSG00000141384"
679,"ZNF772",1316,9.61184698960721e-06,"ENSG00000197128"
125,"NANOGP5",1317,9.61359656862879e-06,"ENSG00000231697"
2183,"PPP2R2C",1318,9.61697574379371e-06,"ENSG00000074211"
-1246,"MT-TP",1319,9.61697574379371e-06,"ENSG00000210196"
1055,"CYBA",1320,9.67464819663453e-06,"ENSG00000051523"
560,"MAPK13",1321,9.7226506028186e-06,"ENSG00000156711"
1016,"ARAF",1322,9.75757278265204e-06,"ENSG00000078061"
249,"AC019080.1",1323,9.76946984806667e-06,"ENSG00000213963"
594,"ACTN3",1324,9.7768662673016e-06,"ENSG00000248746"
2584,"FANCB",1325,9.79654888307764e-06,"ENSG00000181544"
1671,"AC107959.3",1326,9.93385603712334e-06,"ENSG00000253616"
816,"DARS2",1327,9.95057769976788e-06,"ENSG00000117593"
552,"SESN2",1328,9.95057769976788e-06,"ENSG00000130766"
964,"NDEL1",1329,1.000176703286e-05,"ENSG00000166579"
758,"CABP5",1330,1.00388553702326e-05,"ENSG00000105507"
69,"AL358115.1",1331,1.00388553702326e-05,"ENSG00000236364"
915,"ALKBH7",1332,1.00751074890811e-05,"ENSG00000125652"
824,"SRA1",1333,1.00751074890811e-05,"ENSG00000213523"
1006,"NCAPG2",1334,1.00896883331135e-05,"ENSG00000146918"
1118,"APPL1",1335,1.00912486955753e-05,"ENSG00000157500"
500,"MOB3A",1336,1.01688439830853e-05,"ENSG00000172081"
-426,"TBC1D22A-AS1",1337,1.01692162270975e-05,"ENSG00000280080"
1167,"CEP128",1338,1.01696316587304e-05,"ENSG00000100629"
-228,"MRPL19",1339,1.01696316587304e-05,"ENSG00000115364"
12851,"LINC01093",1340,1.01806135808793e-05,"ENSG00000249173"
544,"FPR2",1341,1.02605099113373e-05,"ENSG00000171049"
-142,"CDC6",1342,1.03709766271624e-05,"ENSG00000094804"
988,"TLE3",1343,1.04130476284465e-05,"ENSG00000140332"
-886,"LINC00641",1344,1.04815027751297e-05,"ENSG00000258441"
956,"DBT",1345,1.05022165258059e-05,"ENSG00000137992"
-116,"NEK5",1346,1.05022165258059e-05,"ENSG00000197168"
-377,"NRBF2P5",1347,1.05022165258059e-05,"ENSG00000270427"
1242,"AC136475.9",1348,1.05022165258059e-05,"ENSG00000270972"
644,"LINC00342",1349,1.05690754202478e-05,"ENSG00000232931"
1495,"AC007278.1",1350,1.05690754202478e-05,"ENSG00000234389"
3328,"CAP2",1351,1.05719150004071e-05,"ENSG00000112186"
78,"XYLB",1352,1.06124363627828e-05,"ENSG00000093217"
1897,"WIPI1",1353,1.06210600132258e-05,"ENSG00000070540"
588,"CCNJ",1354,1.06210600132258e-05,"ENSG00000107443"
3523,"BCAS1",1355,1.06403627166512e-05,"ENSG00000064787"
1745,"RNF149",1356,1.06403627166512e-05,"ENSG00000163162"
686,"PIM3",1357,1.06428877667328e-05,"ENSG00000198355"
317,"ACTC1",1358,1.07145098744103e-05,"ENSG00000159251"
180,"AC131182.1",1359,1.08586840987983e-05,"ENSG00000250698"
2921,"KIF1A",1360,1.08739209894654e-05,"ENSG00000130294"
862,"TMIGD3",1361,1.08921155131704e-05,"ENSG00000121933"
575,"ADAM19",1362,1.08941591906649e-05,"ENSG00000135074"
818,"SPDYE1",1363,1.09860288595e-05,"ENSG00000136206"
500,"PREX1",1364,1.10565263653911e-05,"ENSG00000124126"
1200,"GFPT2",1365,1.10747168617802e-05,"ENSG00000131459"
613,"TP53I11",1366,1.11411039004629e-05,"ENSG00000175274"
1922,"TPD52L2",1367,1.11556157007328e-05,"ENSG00000101150"
1809,"RENBP",1368,1.12846239099279e-05,"ENSG00000102032"
-857,"CALN1",1369,1.14608732796345e-05,"ENSG00000183166"
NA,"AC093330.3",1370,1.14844822252706e-05,"ENSG00000287680"
1015,"URB2",1371,1.15718949431844e-05,"ENSG00000135763"
-483,"MAMDC2-AS1",1372,1.15718949431844e-05,"ENSG00000204706"
-310,"AL592429.1",1373,1.17096845112154e-05,"ENSG00000218565"
6358,"WSCD2",1374,1.17223301156535e-05,"ENSG00000075035"
-85,"MCEMP1",1375,1.18051843744974e-05,"ENSG00000183019"
452,"TMSB4X",1376,1.18051843744974e-05,"ENSG00000205542"
489,"BCL6",1377,1.18366983803499e-05,"ENSG00000113916"
1712,"ITPRIPL2",1378,1.19581071051168e-05,"ENSG00000205730"
1144,"ANKIB1",1379,1.19842125711085e-05,"ENSG00000001629"
787,"MRPL41",1380,1.20971817686883e-05,"ENSG00000182154"
204,"C5orf34",1381,1.22404384536971e-05,"ENSG00000172244"
3311,"NADK2",1382,1.22736447193773e-05,"ENSG00000152620"
911,"FBXO2",1383,1.23271484407862e-05,"ENSG00000116661"
641,"CCDC144A",1384,1.23314554369396e-05,"ENSG00000170160"
1392,"ISCU",1385,1.23452375566742e-05,"ENSG00000136003"
1077,"SLC52A3",1386,1.23984670858507e-05,"ENSG00000101276"
2613,"TMEM59L",1387,1.23984670858507e-05,"ENSG00000105696"
-94,"RN7SL182P",1388,1.24244965332487e-05,"ENSG00000241461"
1040,"CRB2",1389,1.24350053174196e-05,"ENSG00000148204"
874,"ARTN",1390,1.24457172011876e-05,"ENSG00000117407"
-82,"RPL36AP15",1391,1.24855856260355e-05,"ENSG00000235369"
-625,"AC009970.1",1392,1.24859299240582e-05,"ENSG00000233953"
NA,"AL442003.1",1393,1.25883335822423e-05,"ENSG00000285803"
-596,"SHMT1P1",1394,1.26200077129584e-05,"ENSG00000224751"
427,"ARHGAP23",1395,1.2633746584092e-05,"ENSG00000275832"
795,"TRIR",1396,1.26538537029957e-05,"ENSG00000123144"
1885,"USF1",1397,1.27139816163238e-05,"ENSG00000158773"
1410,"CUL5",1398,1.2773697574719e-05,"ENSG00000166266"
757,"CHMP1A",1399,1.28334008024307e-05,"ENSG00000131165"
988,"MPP1",1400,1.28692841167239e-05,"ENSG00000130830"
-86,"AC104984.5",1401,1.28693249376553e-05,"ENSG00000266987"
1501,"CCDC122",1402,1.28923957881989e-05,"ENSG00000151773"
NA,"AL096712.2",1403,1.29275667323261e-05,"ENSG00000286672"
1046,"CPSF6",1404,1.29394490673317e-05,"ENSG00000111605"
3186,"PRH1",1405,1.29394490673317e-05,"ENSG00000231887"
2159,"LCMT1-AS2",1406,1.29394490673317e-05,"ENSG00000260034"
299,"AC026356.1",1407,1.29394490673317e-05,"ENSG00000274964"
1297,"CX3CL1",1408,1.30726278084252e-05,"ENSG00000006210"
-160,"POU5F1P4",1409,1.30726278084252e-05,"ENSG00000237872"
-622,"SETP5",1410,1.31879581476723e-05,"ENSG00000233998"
437,"UTP23",1411,1.31978141296202e-05,"ENSG00000147679"
927,"CARD19",1412,1.31978141296202e-05,"ENSG00000165233"
-38,"AL035448.1",1413,1.32765630844257e-05,"ENSG00000236526"
1004,"GRAMD1A",1414,1.33292868907054e-05,"ENSG00000089351"
1560,"NARS2",1415,1.33292868907054e-05,"ENSG00000137513"
851,"PBRM1",1416,1.33292868907054e-05,"ENSG00000163939"
1117,"TMPPE",1417,1.33401155038282e-05,"ENSG00000188167"
556,"MDN1",1418,1.33428082283782e-05,"ENSG00000112159"
346,"SEH1L",1419,1.33655553814322e-05,"ENSG00000085415"
2126,"PHF24",1420,1.33655553814322e-05,"ENSG00000122733"
-98,"MTCYBP3",1421,1.33655553814322e-05,"ENSG00000232373"
866,"AL080317.1",1422,1.33655553814322e-05,"ENSG00000271789"
1836,"CD8B2",1423,1.33898386642697e-05,"ENSG00000254126"
-192,"AC104958.1",1424,1.34116221312551e-05,"ENSG00000248318"
-596,"SPART-AS1",1425,1.34711828939183e-05,"ENSG00000120664"
-318,"KATNAL2",1426,1.34711828939183e-05,"ENSG00000167216"
-640,"ICAM3",1427,1.34824038039905e-05,"ENSG00000076662"
679,"ZNF804A",1428,1.35784371706291e-05,"ENSG00000170396"
726,"LINC02596",1429,1.37673278295388e-05,"ENSG00000233431"
1830,"RPL3L",1430,1.39204876382863e-05,"ENSG00000140986"
954,"RASAL3",1431,1.39552819257479e-05,"ENSG00000105122"
958,"LMF2",1432,1.40249072534928e-05,"ENSG00000100258"
-618,"OFD1P17",1433,1.40249072534928e-05,"ENSG00000228212"
885,"SMAD5",1434,1.40570911099473e-05,"ENSG00000113658"
NA,"AL603824.1",1435,1.40570911099473e-05,"ENSG00000287945"
1081,"KLHL40",1436,1.40785832601409e-05,"ENSG00000157119"
388,"ZNF382",1437,1.42641173637952e-05,"ENSG00000161298"
NA,"AC125437.3",1438,1.43374537073841e-05,"ENSG00000286245"
-127,"FMO5",1439,1.43681773585263e-05,"ENSG00000131781"
-586,"AC133552.4",1440,1.4481736755813e-05,"ENSG00000263326"
662,"PRKRA",1441,1.45447325715241e-05,"ENSG00000180228"
926,"SELENOK",1442,1.46053325855873e-05,"ENSG00000113811"
-323,"RIMKLBP2",1443,1.46053325855873e-05,"ENSG00000225920"
487,"CLTB",1444,1.46480948595119e-05,"ENSG00000175416"
948,"PHIP",1445,1.47481709514395e-05,"ENSG00000146247"
1617,"AC092881.1",1446,1.48127683288119e-05,"ENSG00000279530"
-19,"KIF20A",1447,1.4840743597577e-05,"ENSG00000112984"
47,"AL157938.2",1448,1.4840743597577e-05,"ENSG00000236986"
NA,"AL133444.1",1449,1.48585564885297e-05,"ENSG00000285774"
1757,"CRIP2",1450,1.48886882218394e-05,"ENSG00000182809"
21327,"SPICE1",1451,1.49067697056869e-05,"ENSG00000163611"
18011,"LUCAT1",1452,1.49280014825838e-05,"ENSG00000248323"
-100,"ELOCP33",1453,1.49280014825838e-05,"ENSG00000271278"
522,"GPR84",1454,1.49723133442643e-05,"ENSG00000139572"
2613,"SH3RF1",1455,1.49723133442643e-05,"ENSG00000154447"
2606,"AC002511.2",1456,1.50225971278438e-05,"ENSG00000233214"
450,"SETDB2",1457,1.50408869897093e-05,"ENSG00000136169"
495,"CD24",1458,1.50479443262381e-05,"ENSG00000272398"
848,"PIK3R5",1459,1.50520327615034e-05,"ENSG00000141506"
-94,"RN7SKP163",1460,1.50861573413869e-05,"ENSG00000200091"
467,"TEC",1461,1.5090444742314e-05,"ENSG00000135605"
618,"SH2D1B",1462,1.51112668868375e-05,"ENSG00000198574"
724,"RNASE1",1463,1.51955542096265e-05,"ENSG00000129538"
-1074,"AC139795.2",1464,1.55868512298053e-05,"ENSG00000247679"
529,"SDCBP",1465,1.58135431230627e-05,"ENSG00000137575"
1507,"TENT5A",1466,1.5814677851521e-05,"ENSG00000112773"
1492,"ZNF609",1467,1.58378488042222e-05,"ENSG00000180357"
181,"B3GNT8",1468,1.58883754398319e-05,"ENSG00000177191"
1189,"ARHGEF1",1469,1.59055561275409e-05,"ENSG00000076928"
-90,"HNRNPMP1",1470,1.59055561275409e-05,"ENSG00000259335"
971,"RALY",1471,1.59221783183166e-05,"ENSG00000125970"
-161,"AL136310.1",1472,1.59263176554662e-05,"ENSG00000220506"
330,"SP2-AS1",1473,1.6038610014022e-05,"ENSG00000234494"
-12,"PLEKHO2",1474,1.60516485179406e-05,"ENSG00000241839"
-650,"HSPE1P27",1475,1.60843040036216e-05,"ENSG00000235112"
237,"AL353795.3",1476,1.60846178887145e-05,"ENSG00000279608"
1004,"PCIF1",1477,1.61442662586245e-05,"ENSG00000100982"
857,"TTC38",1478,1.61455520168402e-05,"ENSG00000075234"
1439,"KRT8P46",1479,1.62246801035671e-05,"ENSG00000248971"
-664,"AC009120.3",1480,1.62295683924336e-05,"ENSG00000260884"
3751,"DPY19L1P1",1481,1.63201984023833e-05,"ENSG00000229358"
2026,"LINC00862",1482,1.63560890160929e-05,"ENSG00000203721"
785,"OTUD4",1483,1.63760130066358e-05,"ENSG00000164164"
862,"AC099489.1",1484,1.64196045317201e-05,"ENSG00000188897"
-278,"C8orf37",1485,1.64451226050085e-05,"ENSG00000156172"
1726,"CKAP2L",1486,1.65817876457884e-05,"ENSG00000169607"
685,"IDO1",1487,1.66667833181442e-05,"ENSG00000131203"
918,"KIR3DX1",1488,1.66855756850272e-05,"ENSG00000104970"
438,"ZNF714",1489,1.67119826318419e-05,"ENSG00000160352"
