"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000034152",9322,6506,18613,2808,2678,2340,2.90976435564859e-12,"MAP2K3",290,-165
"ENSG00000258366",729,664,538,88,77,56,3.01710020462798e-12,"RTEL1",291,11250
"ENSG00000241370",145,182,253,33,22,34,3.20224513569623e-12,"RPP21",292,13751
"ENSG00000114854",244,162,98,7,7,5,3.46958240721372e-12,"TNNC1",293,-254
"ENSG00000259807",4,3,11,452,1175,344,3.5044747295112e-12,"AC009093.1",294,353
"ENSG00000172216",8527,10503,37541,1272,1489,410,3.60171998334040e-12,"CEBPB",295,-126
"ENSG00000213658",1804,1968,489,39,69,36,3.71295922969916e-12,"LAT",296,12817
"ENSG00000111642",4832,3993,9426,685,893,1258,3.78400630865234e-12,"CHD4",297,16601
"ENSG00000178295",92,59,122,2372,2578,1552,3.78400630865234e-12,"GEN1",298,-177
"ENSG00000130165",1301,1191,1852,401,393,383,3.85563693307551e-12,"ELOF1",299,-179
"ENSG00000167397",371,384,1547,56,46,83,4.0722709823117e-12,"VKORC1",300,13172
"ENSG00000173641",191,180,184,0,1,0,4.12514579655516e-12,"HSPB7",301,-218
"ENSG00000100985",10688,10743,35946,262,6,19,4.19919459864723e-12,"MMP9",302,-115
"ENSG00000170525",17067,9337,75777,1588,1840,666,4.19919459864723e-12,"PFKFB3",303,-158
"ENSG00000137331",728,706,2020,58,61,8,4.36787293773262e-12,"IER3",304,271
"ENSG00000070669",387,447,637,123,67,81,4.36845482655708e-12,"ASNS",305,13229
"ENSG00000197753",0,0,4,659,339,477,4.43636397639487e-12,"LHFPL5",306,16377
"ENSG00000172270",18276,13553,30783,5408,4936,3194,4.44904719252357e-12,"BSG",307,-172
"ENSG00000068971",1574,1015,2490,263,378,212,4.49523421525317e-12,"PPP2R5B",308,-202
"ENSG00000185559",8,3,6,791,476,292,4.62071251943694e-12,"DLK1",309,-259
"ENSG00000099949",1399,1162,1692,378,322,298,4.68513260513357e-12,"LZTR1",310,6774
"ENSG00000181722",51,24,60,2782,1137,2763,4.78678123355556e-12,"ZBTB20",311,-52
"ENSG00000218227",148,105,103,0,0,0,5.11909305813215e-12,"AC136632.1",312,NA
"ENSG00000184481",2927,2082,3772,600,462,677,5.21825100739262e-12,"FOXO4",313,-191
"ENSG00000132376",2456,2172,4845,963,976,876,5.95658868538493e-12,"INPP5K",314,-213
"ENSG00000010404",7486,4664,13377,1854,932,1094,6.06010273396542e-12,"IDS",315,26308
"ENSG00000144792",14,4,20,702,619,1371,6.19749459979702e-12,"ZNF660",316,-172
"ENSG00000265142",3,4,2,376,244,467,6.45361860961823e-12,"MIR133A1HG",317,77
"ENSG00000131503",3343,2686,8491,428,817,672,6.68065085024731e-12,"ANKHD1",318,9357
"ENSG00000169682",1076,875,882,130,151,82,6.89357027142333e-12,"SPNS1",319,28410
"ENSG00000236977",8,2,4,386,595,388,7.14067558056507e-12,"ANKRD44-IT1",320,954
"ENSG00000131669",11642,6171,11535,1032,629,217,7.45094933823665e-12,"NINJ1",321,-163
"ENSG00000204427",1471,1377,12871,153,155,184,7.45094933823665e-12,"ABHD16A",322,43340
"ENSG00000255455",98,55,400,0,0,0,7.49936196226429e-12,"AP003486.1",323,NA
"ENSG00000265713",0,0,0,312,408,322,8.22817506174594e-12,"AC023389.2",324,-54
"ENSG00000105409",392,366,184,18,3,6,9.28906518715196e-12,"ATP1A3",325,4727
"ENSG00000197893",351,109,140,0,1,2,9.36823784432074e-12,"NRAP",326,-282
"ENSG00000174021",1199,2404,18695,139,207,146,9.38590046446513e-12,"GNG5",327,16355
"ENSG00000243725",213,243,345,44,37,58,9.48844126935812e-12,"TTC4",328,7338
"ENSG00000170092",9,10,10,326,426,465,9.62865456411128e-12,"SPDYE5",329,375
"ENSG00000112303",14290,22185,349600,390,1166,86,1.13028752414993e-11,"VNN2",330,-124
"ENSG00000230733",52,117,738,0,0,0,1.17909893769258e-11,"AC092171.2",331,NA
"ENSG00000160570",4149,2340,8746,784,956,683,1.20901567518547e-11,"DEDD2",332,-114
"ENSG00000175322",16,14,17,418,579,528,1.34593467233326e-11,"ZNF519",333,158
"ENSG00000152104",8,32,25,1423,1241,3043,1.35460444649552e-11,"PTPN14",334,-6
"ENSG00000164512",126,221,730,35,24,21,1.39986860930583e-11,"ANKRD55",335,-84
"ENSG00000164707",4,0,5,553,276,321,1.41889961759573e-11,"SLC13A4",336,6225
"ENSG00000197714",33,50,35,2706,1196,1889,1.48586742671515e-11,"ZNF460",337,-154
"ENSG00000243646",1380,2063,21632,166,195,130,1.48586742671515e-11,"IL10RB",338,14560
"ENSG00000126264",634,952,796,100,95,136,1.56285773524548e-11,"HCST",339,8164
"ENSG00000171552",12765,14483,6418,1024,572,902,1.56285773524548e-11,"BCL2L1",340,-139
"ENSG00000250802",0,0,0,312,329,286,1.56285773524548e-11,"ZBED3-AS1",341,-120
"ENSG00000167671",15927,11960,9326,1721,824,1033,1.63312634808639e-11,"UBXN6",342,-165
"ENSG00000168000",683,550,2321,131,160,155,1.63312634808639e-11,"BSCL2",343,13886
"ENSG00000180644",28582,33968,4545,771,164,283,1.71388790477648e-11,"PRF1",344,-155
"ENSG00000169180",27641,27783,161010,6075,4895,3510,1.72845206901956e-11,"XPO6",345,-185
"ENSG00000196497",689,418,492,55,37,70,1.77174463740688e-11,"IPO4",346,6300
"ENSG00000253720",2,0,0,945,1502,386,1.77174463740688e-11,"AC022973.3",347,2814
"ENSG00000272821",157,41,233,0,0,0,1.82504038314125e-11,"U62317.1",348,NA
"ENSG00000279541",4,1,1,317,284,335,1.82909770226956e-11,"AC005261.5",349,174
"ENSG00000123349",1270,5856,6477,274,388,220,1.84531287411773e-11,"PFDN5",350,13458
"ENSG00000234925",7,4,2,394,430,600,1.8987078599561e-11,"ATP5PDP4",351,320
"ENSG00000167083",196,177,154,15,20,19,1.94522719777639e-11,"GNGT2",352,-98
"ENSG00000255398",3266,798,224,21,17,22,2.00481128623121e-11,"HCAR3",353,-168
"ENSG00000116641",76,28,103,2158,1916,2160,2.02950996328765e-11,"DOCK7",354,-203
"ENSG00000244734",5461994,10791590,3088748,54958,303,7137,2.02950996328765e-11,"HBB",355,-138
"ENSG00000125498",226,474,203,13,3,1,2.08912305870913e-11,"KIR2DL1",356,-112
"ENSG00000154553",95,100,79,6,6,3,2.24563961145492e-11,"PDLIM3",357,-262
"ENSG00000271383",1029,746,868,35,87,16,2.26795580145734e-11,"NBPF19",358,5286
"ENSG00000146263",96,68,170,2118,1718,1539,2.27025512765796e-11,"MMS22L",359,-149
"ENSG00000111490",99,90,261,21,12,20,2.31407025424766e-11,"TBC1D30",360,5069
"ENSG00000090554",1945,945,378,55,22,18,2.4264254036036e-11,"FLT3LG",361,13660
"ENSG00000145194",49,94,131,0,0,0,2.43628524351152e-11,"ECE2",362,21979
"ENSG00000130066",40432,29234,114859,4887,8635,3016,2.43985608612582e-11,"SAT1",363,-182
"ENSG00000260461",75,71,89,9,6,6,2.49695921203879e-11,"AL133355.1",364,18614
"ENSG00000241553",7131,8257,36426,1053,1930,1106,2.65892435009137e-11,"ARPC4",365,363
"ENSG00000184937",0,0,1,603,410,1225,2.67374520605401e-11,"WT1",366,-31
"ENSG00000175003",88,52,133,3,4,0,2.68753148963803e-11,"SLC22A1",367,-234
"ENSG00000091127",45,41,63,1190,791,925,2.73786039965868e-11,"PUS7",368,-78
"ENSG00000168530",398,221,56,0,0,0,2.73786039965868e-11,"MYL1",369,-250
"ENSG00000136982",13,10,12,363,455,385,3.0339107244169e-11,"DSCC1",370,-121
"ENSG00000139832",1588,1241,6799,179,337,168,3.05230887187015e-11,"RAB20",371,-178
"ENSG00000279880",0,0,0,243,352,335,3.08561789361124e-11,"AC134407.3",372,221
"ENSG00000148344",131,30,243,3,2,2,3.45667624309915e-11,"PTGES",373,-165
"ENSG00000172116",715,1494,518,51,11,8,3.47637071631685e-11,"CD8B",374,-186
"ENSG00000077984",9805,22871,105812,2267,780,1769,3.79751648723831e-11,"CST7",375,-175
"ENSG00000184445",255,158,255,6548,5613,4069,3.80218854315094e-11,"KNTC1",376,-174
"ENSG00000243279",277,253,633,61,27,62,3.86664353402552e-11,"PRAF2",377,1342
"ENSG00000111716",4916,2766,3489,289,308,540,3.88802784756791e-11,"LDHB",378,13292
"ENSG00000227507",3035,1113,2231,265,124,92,3.91725250520173e-11,"LTB",379,-227
"ENSG00000168899",543,782,2090,106,196,118,3.9915887656122e-11,"VAMP5",380,-130
"ENSG00000259623",40,88,264,0,0,0,4.07090886965902e-11,"AC125257.1",381,NA
"ENSG00000089159",9940,10981,37994,3266,2026,1350,4.14845506696438e-11,"PXN",382,255
"ENSG00000152990",21,6,18,1727,528,1488,4.2630420494464e-11,"ADGRA3",383,-6
"ENSG00000099860",7119,2134,16777,407,324,690,4.5152456444143e-11,"GADD45B",384,-217
"ENSG00000196923",5203,4529,11222,1490,541,660,4.5817567274744e-11,"PDLIM7",385,-243
"ENSG00000139112",3867,2706,7180,822,784,327,4.71282993559255e-11,"GABARAPL1",386,-175
"ENSG00000280153",327,77,98,0,0,0,5.00620110643831e-11,"AC133065.3",387,NA
"ENSG00000075790",234,386,747,61,80,85,5.03992680174088e-11,"BCAP29",388,9020
"ENSG00000144354",75,40,54,2368,3862,1692,5.35716370757086e-11,"CDCA7",389,-221
"ENSG00000247679",35,20,25,1330,1134,724,5.35716370757086e-11,"AC139795.2",390,1074
"ENSG00000123473",34,26,25,851,1548,1143,5.56504890450154e-11,"STIL",391,-55
"ENSG00000144407",17,9,26,569,492,1014,5.73289490833842e-11,"PTH2R",392,-170
"ENSG00000184566",0,0,0,496,184,710,5.80856322177636e-11,"AC132216.1",393,-76
"ENSG00000261535",0,0,0,272,246,270,6.06785820538206e-11,"AC005086.2",394,263
"ENSG00000123297",98,175,350,35,29,27,6.46220219915651e-11,"TSFM",395,12591
"ENSG00000163050",1092,841,1905,207,58,141,6.63771431759023e-11,"COQ8A",396,9661
"ENSG00000007038",19,11,27,2624,455,1550,6.67973785617843e-11,"PRSS21",397,40
"ENSG00000279170",0,0,1,568,328,816,6.67973785617843e-11,"TSTD3",398,539
"ENSG00000127955",7,14,56,1028,1178,923,6.93860826623014e-11,"GNAI1",399,-224
"ENSG00000157657",75,26,44,4168,1914,2697,7.3327053597e-11,"ZNF618",400,-186
"ENSG00000278897",2,0,0,595,367,887,7.35253129002485e-11,"AC020951.1",401,-85
"ENSG00000185043",1724,2218,4314,655,788,761,7.45651875970732e-11,"CIB1",402,-304
"ENSG00000220517",6,6,8,565,227,859,7.45651875970732e-11,"ASS1P1",403,58
"ENSG00000279814",0,0,0,221,486,281,7.60074685285891e-11,"AC010997.6",404,-72
"ENSG00000249592",20,15,16,561,659,473,7.7184045772639e-11,"AC139887.2",405,1538
"ENSG00000166004",92,75,115,2035,1485,1491,7.81738015355388e-11,"CEP295",406,-201
"ENSG00000171051",33163,52813,314893,1178,1504,35,8.08369152700579e-11,"FPR1",407,-170
"ENSG00000254860",12,4,12,579,376,1059,8.23644135147817e-11,"TMEM9B-AS1",408,4427
"ENSG00000228696",15,12,14,957,1517,375,8.53047048647589e-11,"ARL17B",409,3561
"ENSG00000235740",0,0,1,430,661,341,8.69692234884079e-11,"PHACTR2-AS1",410,-49
"ENSG00000272219",4,0,8,285,557,389,8.71934530537231e-11,"AC005072.1",411,-133
"ENSG00000258725",4,2,2,203,316,264,8.75333633439621e-11,"PRC1-AS1",412,3927
"ENSG00000171962",8,8,2,817,527,509,9.39353927780122e-11,"DRC3",413,311
"ENSG00000008056",124,160,304,10,30,19,9.4468155671226e-11,"SYN1",414,-146
"ENSG00000188536",2193963,1187573,475971,5927,23,81,9.4468155671226e-11,"HBA2",415,-157
"ENSG00000168309",54,167,620,5,10,2,9.55984047366408e-11,"FAM107A",416,-330
"ENSG00000146858",4,4,0,772,398,501,9.61616383417492e-11,"ZC3HAV1L",417,234
"ENSG00000161960",13304,11296,17858,2684,1573,3243,9.70635793909558e-11,"EIF4A1",418,29646
"ENSG00000109107",794,354,2304,117,78,42,9.81868711736524e-11,"ALDOC",419,-163
"ENSG00000104879",4827,2232,608,11,59,60,1.00226968100776e-10,"CKM",420,-308
"ENSG00000138780",19,14,25,414,572,723,1.00226968100776e-10,"GSTCD",421,-102
"ENSG00000105374",21654,15397,11911,1813,446,529,1.02362343898812e-10,"NKG7",422,-194
"ENSG00000257335",2980,7677,73035,405,491,98,1.02362343898812e-10,"MGAM",423,-191
"ENSG00000253320",7,8,3,519,348,564,1.02850100757838e-10,"MAILR",424,19341
"ENSG00000122367",253,53,127,4,5,4,1.11013756639549e-10,"LDB3",425,-377
"ENSG00000159110",721,884,4649,134,101,175,1.11013756639549e-10,"IFNAR2",426,25721
"ENSG00000136824",82,134,145,2420,3425,2285,1.14542446879821e-10,"SMC2",427,-187
"ENSG00000277443",4783,5391,10248,1023,497,199,1.25237968304922e-10,"MARCKS",428,-163
"ENSG00000159173",817,135,55,1,1,1,1.29043409275297e-10,"TNNI1",429,-300
"ENSG00000213588",0,0,0,211,254,332,1.34454067447467e-10,"ZBTB9",430,13778
"ENSG00000258199",58,85,158,5,12,10,1.38367257235151e-10,"AC073896.4",431,13253
"ENSG00000156970",30,6,35,1168,1856,983,1.39997632480101e-10,"BUB1B",432,-242
"ENSG00000165995",8,10,15,401,242,402,1.40455706524763e-10,"CACNB2",433,396
"ENSG00000164047",1568,273,530,22,10,1,1.41894791165205e-10,"CAMP",434,-207
"ENSG00000171877",0,0,3,321,285,315,1.4342289125832e-10,"FRMD5",435,-188
"ENSG00000181016",443,108,943,30,17,31,1.47139688918805e-10,"LSMEM1",436,4801
"ENSG00000271270",8,8,45,1087,582,1111,1.50210176458581e-10,"TMCC1-AS1",437,-180
"ENSG00000172354",10866,12477,42397,2713,3977,2056,1.58551511494153e-10,"GNB2",438,-208
"ENSG00000140678",27371,17290,80671,3562,6475,4691,1.73734687384184e-10,"ITGAX",439,-266
"ENSG00000196544",264,331,1079,61,86,79,1.77643737287981e-10,"BORCS6",440,-106
"ENSG00000204316",610,784,638,144,110,87,1.79994995431615e-10,"MRPL38",441,20845
"ENSG00000239213",13,9,29,530,324,447,1.89558984276097e-10,"NCK1-DT",442,-35
"ENSG00000038382",291,201,698,6002,7345,6593,1.93549794747947e-10,"TRIO",443,5682
"ENSG00000204165",184,76,155,4,0,6,1.95031389332649e-10,"CXorf65",444,19409
"ENSG00000232587",2,7,1,511,361,502,1.95437174349445e-10,"EEF1A1P3",445,1468
"ENSG00000120306",1205,2494,53863,113,210,126,1.96146550859516e-10,"CYSTM1",446,-212
"ENSG00000238741",0,0,0,183,291,377,1.96380897115176e-10,"SCARNA7",447,-52
"ENSG00000229140",0,1,2,121,1340,3627,2.03027740311332e-10,"CCDC26",448,-64
"ENSG00000229153",21,19,33,453,673,452,2.03027740311332e-10,"EPHA1-AS1",449,448
"ENSG00000231758",2,3,3,247,156,291,2.19847040944975e-10,"ARHGAP15-AS1",450,200
"ENSG00000127774",83,216,572,9,0,6,2.20548115057924e-10,"EMC6",451,16657
"ENSG00000110047",7227,6607,28084,2316,2072,1832,2.25011467712001e-10,"EHD1",452,-243
"ENSG00000146414",83,62,161,2713,1386,1860,2.27009738781321e-10,"SHPRH",453,-250
"ENSG00000162511",69268,46834,238517,12898,17569,13296,2.27009738781321e-10,"LAPTM5",454,444
"ENSG00000224616",2,1,0,1339,208,589,2.28260886913495e-10,"RTCA-AS1",455,2011
"ENSG00000221983",54685,45932,34103,5659,6582,6656,2.34362285705839e-10,"UBA52",456,-223
"ENSG00000162522",32,48,82,965,862,1257,2.35410742319144e-10,"KIAA1522",457,-142
"ENSG00000258441",81,39,180,3292,1894,2611,2.36964017742698e-10,"LINC00641",458,886
"ENSG00000225014",0,0,0,210,344,200,2.55425115149708e-10,"KCTD9P1",459,310
"ENSG00000178852",28,7,20,822,866,1077,2.56600327586969e-10,"EFCAB13",460,-296
"ENSG00000177788",0,4,6,516,216,325,2.63988121651779e-10,"AL162595.1",461,148
"ENSG00000254463",0,0,0,297,186,214,2.67962379427467e-10,"PPIAP41",462,283
"ENSG00000105287",7572,5545,6557,1588,1163,1247,2.78287410325933e-10,"PRKD2",463,-243
"ENSG00000258818",43,379,289,4,4,0,2.80146265520172e-10,"RNASE4",464,18183
"ENSG00000249207",0,0,0,233,220,193,2.90013975150305e-10,"AC079921.1",465,3007
"ENSG00000259845",0,0,1,397,302,716,2.90875641803813e-10,"HERC2P10",466,-23
"ENSG00000142669",20730,20600,58913,5302,8579,5159,2.91161630772092e-10,"SH3BGRL3",467,-85
"ENSG00000142546",1398,1608,4244,674,476,556,3.26793107166326e-10,"NOSIP",468,-302
"ENSG00000235945",0,0,0,170,277,380,3.27968120076088e-10,"AC002543.1",469,307
"ENSG00000117298",3571,5301,26695,1104,552,417,3.31947638204567e-10,"ECE1",470,-222
"ENSG00000272779",124,115,119,21,14,13,3.37371285504922e-10,"AC245060.4",471,14691
"ENSG00000169583",678,814,124,23,19,15,3.47244774440059e-10,"CLIC3",472,-229
"ENSG00000229154",0,0,0,610,121,588,3.48109654319213e-10,"KCNQ5-AS1",473,-55
"ENSG00000172469",31,52,85,874,1080,1123,3.54258985393435e-10,"MANEA",474,-235
"ENSG00000268006",147,130,603,34,34,28,3.54764245546619e-10,"PTOV1-AS1",475,20517
"ENSG00000182774",2556,9493,4805,614,261,299,3.57310767703438e-10,"RPS17",476,22501
"ENSG00000267023",13,16,17,391,384,553,3.5995380315934e-10,"LRRC37A16P",477,4583
"ENSG00000117594",4,3,6,88,6084,1855,3.61168362190562e-10,"HSD11B1",478,-134
"ENSG00000280055",2,0,2,210,212,319,3.71837676330552e-10,"TMEM75",479,113
"ENSG00000171790",7,6,6,294,212,306,3.74267957378356e-10,"SLFNL1",480,105
"ENSG00000104889",175,155,114,5,8,15,3.79400840716035e-10,"RNASEH2A",481,20100
"ENSG00000184056",392,375,1377,87,107,124,3.86209134703758e-10,"VPS33B",482,11257
"ENSG00000250280",0,0,0,500,124,719,3.99309144014947e-10,"AC026124.1",483,-54
"ENSG00000225891",2,1,8,251,248,179,4.0752200945657e-10,"DHDDS-AS1",484,3128
"ENSG00000123689",5197,3812,1872,72,98,3,4.1437802201266e-10,"G0S2",485,-8
"ENSG00000279175",0,0,2,290,463,482,4.27128900752976e-10,"AL033543.1",486,-52
"ENSG00000206557",1,4,0,297,1800,691,4.53822591060512e-10,"TRIM71",487,-42
"ENSG00000049167",30,57,61,939,1255,1235,4.64475997580237e-10,"ERCC8",488,355
"ENSG00000244055",5,1,3,193,328,278,4.64475997580237e-10,"AC007566.1",489,15254
"ENSG00000185480",14,12,7,465,600,557,4.87792027854437e-10,"PARPBP",490,-333
"ENSG00000134369",94,117,134,1824,2812,2992,4.88584360686913e-10,"NAV1",491,-199
"ENSG00000162300",230,458,1705,62,39,71,4.96557923694827e-10,"ZFPL1",492,23058
"ENSG00000127914",634,445,1260,10417,10249,11909,5.04509621998959e-10,"AKAP9",493,-247
"ENSG00000166925",5123,5679,14604,2679,2244,2196,5.06238486563701e-10,"TSC22D4",494,-318
"ENSG00000108774",3195,3511,13513,939,1182,756,5.09942432084637e-10,"RAB5C",495,4775
"ENSG00000145901",10542,7643,21971,4095,3949,3256,5.29223885684784e-10,"TNIP1",496,-261
"ENSG00000134686",9813,20535,96486,3125,2655,1556,5.39371655296114e-10,"PHC2",497,-197
"ENSG00000245864",0,0,0,147,308,355,5.55310125134885e-10,"MEF2C-AS2",498,284
"ENSG00000100100",4548,4719,4079,1048,609,507,5.56674556177414e-10,"PIK3IP1",499,-254
"ENSG00000170236",0,0,0,173,214,277,5.72772984018215e-10,"USP50",500,17430
"ENSG00000213782",2,0,0,336,330,395,5.79049423565308e-10,"DDX47",501,6675
"ENSG00000241743",0,0,0,477,125,3173,5.79049423565308e-10,"XACT",502,329
"ENSG00000183242",0,0,0,268,159,554,5.8339241037928e-10,"WT1-AS",503,-47
"ENSG00000147465",0,0,7,2227,507,436,5.91226273505121e-10,"STAR",504,537
"ENSG00000029153",6,10,42,629,758,584,5.91329877045533e-10,"ARNTL2",505,-340
"ENSG00000147454",39429,55993,120788,10876,2490,3001,5.99360299100315e-10,"SLC25A37",506,-277
"ENSG00000100284",5769,4192,11102,1650,2000,1061,6.0606760319484e-10,"TOM1",507,-294
"ENSG00000147650",8,18,9,1018,510,502,6.0606760319484e-10,"LRP12",508,-330
"ENSG00000102010",219,602,8494,53,15,11,6.29093617750163e-10,"BMX",509,-234
"ENSG00000106819",0,0,5,257,385,274,6.34392458814148e-10,"ASPN",510,-84
"ENSG00000259366",14,8,23,515,298,354,6.40243892355174e-10,"AC108449.2",511,1071
"ENSG00000183166",5,2,20,723,365,1694,6.80010143873227e-10,"CALN1",512,857
"ENSG00000185885",3311,5436,28511,460,44,49,6.9798175089954e-10,"IFITM1",513,227
"ENSG00000145734",199,310,281,5025,5885,5891,7.04348848696324e-10,"BDP1",514,-317
"ENSG00000204196",48,95,61,0,0,0,7.22017123264231e-10,"RPL12P16",515,NA
"ENSG00000158856",25097,12466,4921,759,97,313,7.26388822204088e-10,"DMTN",516,-231
"ENSG00000272142",3,0,9,269,284,354,7.42030606425869e-10,"LYRM4-AS1",517,197
"ENSG00000008517",3576,6240,1257,258,76,58,7.70948407549776e-10,"IL32",518,-223
"ENSG00000236254",0,0,0,150,331,235,7.75747155442565e-10,"MTND4P14",519,-26
"ENSG00000239779",890,790,2502,252,125,260,7.76335658429825e-10,"WBP1",520,16631
"ENSG00000177791",414,110,46,3,2,3,7.84400069305114e-10,"MYOZ1",521,-374
"ENSG00000178814",178,475,9003,32,29,29,7.95653848996378e-10,"OPLAH",522,-291
"ENSG00000170677",13,26,49,550,710,617,8.04070666349965e-10,"SOCS6",523,-102
"ENSG00000263603",0,0,0,241,360,139,8.04070666349965e-10,"AC127024.2",524,-26
"ENSG00000279078",8,12,8,336,654,363,8.07912659495949e-10,"SND1-IT1",525,10
"ENSG00000133739",19,19,18,651,447,922,8.12659493328927e-10,"LRRCC1",526,-250
"ENSG00000116871",5672,5489,12628,3095,2469,2078,8.20939495186636e-10,"MAP7D1",527,-255
"ENSG00000173080",1,0,2,280,184,400,8.2164278581352e-10,"RXFP4",528,53
"ENSG00000258727",413,237,400,80,68,60,8.38357784087431e-10,"AL135999.1",529,44493
"ENSG00000110876",16961,25300,101624,2559,4982,4758,8.45116062126493e-10,"SELPLG",530,-226
"ENSG00000214357",34,27,25,716,1075,1191,8.5755025684483e-10,"NEURL1B",531,-112
"ENSG00000258819",29,313,133,2,1,2,8.5959920377853e-10,"LINC02289",532,-438
"ENSG00000247081",2,0,0,977,343,321,8.6305504755259e-10,"BAALC-AS1",533,-117
"ENSG00000116991",895,969,8211,91,187,136,8.73179244057516e-10,"SIPA1L2",534,-296
"ENSG00000128383",2953,4475,20737,318,78,12,8.96098418343204e-10,"APOBEC3A",535,-247
"ENSG00000260898",7,4,12,211,253,219,9.08474468344687e-10,"ADPGK-AS1",536,-53
"ENSG00000262155",5,2,18,1249,270,641,9.35730063983598e-10,"LINC02175",537,1791
"ENSG00000112576",10304,12752,42449,4561,3758,2848,9.44687544049206e-10,"CCND3",538,-245
"ENSG00000146112",14795,13239,54418,3080,5133,3369,9.62531749518329e-10,"PPP1R18",539,-219
"ENSG00000124731",6051,7427,14500,1083,1951,567,9.96277953747384e-10,"TREM1",540,-385
"ENSG00000177105",14265,18634,81321,3811,5104,3003,1.03145101108952e-09,"RHOG",541,-198
"ENSG00000115165",15377,10523,23328,2859,2144,697,1.13152060771268e-09,"CYTIP",542,-229
"ENSG00000160062",5,2,11,267,278,695,1.15133633052638e-09,"ZBTB8A",543,-75
"ENSG00000157554",110,95,161,3690,1685,4414,1.16903635067288e-09,"ERG",544,-29
"ENSG00000164116",36,16,6,5379,1078,5144,1.17367153559626e-09,"GUCY1A1",545,-363
"ENSG00000161955",1082,1830,4910,165,409,152,1.185929934057e-09,"TNFSF13",546,16330
"ENSG00000197324",9925,16965,93392,2757,2921,2145,1.19462609788958e-09,"LRP10",547,-205
"ENSG00000111247",10,12,6,382,963,529,1.20642917935154e-09,"RAD51AP1",548,-279
"ENSG00000182782",6580,1900,573,39,35,111,1.21370604125106e-09,"HCAR2",549,-240
"ENSG00000146281",158,120,191,4891,2328,2893,1.26322358577981e-09,"PM20D2",550,-269
"ENSG00000153395",8450,5194,12965,1893,2678,2005,1.29549365266676e-09,"LPCAT1",551,-274
"ENSG00000111641",1183,1160,710,115,96,159,1.30492919751938e-09,"NOP2",552,12857
"ENSG00000162545",137,61,177,15,6,3,1.31598732403301e-09,"CAMK2N1",553,-346
"ENSG00000013364",7438,7400,36459,1791,2357,1201,1.36968502441174e-09,"MVP",554,-199
"ENSG00000117400",7,5,2,4428,314,676,1.3981985028767e-09,"MPL",555,1072
"ENSG00000122779",199,208,485,3293,4452,3615,1.43029635604561e-09,"TRIM24",556,-290
"ENSG00000152137",29,97,86,2,2,1,1.57183057568321e-09,"HSPB8",557,-398
"ENSG00000164292",76,66,118,1217,1009,1227,1.57183057568321e-09,"RHOBTB3",558,662
"ENSG00000251288",2,0,2,323,229,143,1.57183057568321e-09,"AC018797.2",559,100
"ENSG00000170290",198,71,41,0,0,0,1.58866561050381e-09,"SLN",560,-305
"ENSG00000196549",3651,5103,7481,228,12,12,1.61603520341984e-09,"MME",561,-183
"ENSG00000118495",298,201,434,8269,4273,4724,1.6353114629781e-09,"PLAGL1",562,-337
